130  60  32
130  70  62
130  70  62
130  80  32

130  60  32
130  70  62
130  70  62
130  80  32

130  60  32
140  50  2
140  90  2
130  80  32

130  60  32
120  50  2
120  90  2
130  80  32

130  60  32
130  70  62
130  70  62
130  80  32

