90  130  80
132.131  124.999  0
90  130  80
125.942  132.854  0
90  130  80
119.754  140.71  0
90  130  80
113.566  148.565  0
90  130  80
107.377  156.42  0
90  130  80
101.189  164.275  0
90  130  80
95.0008  172.131  0
