80  38  2
76  38  4
76  42  4
80  42  2

80  38  2
84  38  4
84  42  4
80  42  2

80  38  2
84  38  0
84  42  0
80  42  2

80  38  2
76  38  0
76  42  0
80  42  2

80  38  2
76  38  4
76  42  4
80  42  2

